filename,status,volume_rate(%),duration(s),memory(KB)
br13_092.json,partial,81.05,0.003,430
br13_093.json,partial,82.48,0.003,400
br13_094.json,partial,83.17,0.005,462
br13_095.json,partial,79.47,0.003,412
br13_096.json,partial,81.71,0.004,419
br13_097.json,partial,82.99,0.002,412
br13_098.json,partial,81.91,0.003,439
br13_099.json,partial,81.61,0.003,451
br13_100.json,partial,80.15,0.003,415
br14_001.json,partial,82.55,0.003,416
br14_002.json,partial,81.18,0.003,462
br14_003.json,partial,81.37,0.003,433
br14_004.json,partial,82.99,0.003,421
br14_005.json,partial,80.83,0.003,441
br14_006.json,partial,79.80,0.004,501
br14_007.json,partial,80.72,0.003,419
br14_008.json,partial,81.89,0.003,444
br14_009.json,partial,84.50,0.003,427
br14_010.json,partial,82.25,0.004,441
br14_011.json,partial,82.77,0.003,441
br14_012.json,partial,82.49,0.003,418
br14_013.json,partial,83.50,0.003,449
br14_014.json,partial,82.70,0.003,439
br14_015.json,partial,82.90,0.003,430
br14_016.json,partial,80.52,0.003,422
br14_017.json,partial,82.37,0.004,448
br14_018.json,partial,80.35,0.004,403
br14_019.json,partial,81.69,0.003,437
br14_020.json,partial,80.86,0.003,445
br14_021.json,partial,81.90,0.003,423
br14_022.json,partial,83.10,0.003,435
br14_023.json,partial,84.11,0.003,428
br14_024.json,partial,83.28,0.003,422
br14_025.json,partial,81.90,0.003,450
br14_026.json,partial,80.59,0.004,470
br14_027.json,partial,82.12,0.003,433
br14_028.json,partial,82.62,0.003,437
br14_029.json,partial,81.08,0.003,448
br14_030.json,partial,81.83,0.005,464
br14_031.json,partial,78.05,0.003,441
br14_032.json,partial,82.15,0.004,475
br14_033.json,partial,79.94,0.003,435
br14_034.json,partial,79.59,0.003,421
br14_035.json,partial,82.56,0.003,442
br14_036.json,partial,82.54,0.004,439
br14_037.json,partial,81.42,0.004,443
br14_038.json,partial,82.13,0.004,446
br14_039.json,partial,82.46,0.004,482
br14_040.json,partial,83.37,0.004,436
br14_041.json,partial,84.02,0.003,448
br14_042.json,partial,81.12,0.003,420
br14_043.json,partial,81.60,0.003,436
br14_044.json,partial,81.98,0.004,485
br14_045.json,partial,83.60,0.003,440
br14_046.json,partial,81.77,0.003,419
br14_047.json,partial,83.56,0.003,439
br14_048.json,partial,84.24,0.003,435
br14_049.json,partial,83.90,0.003,415
br14_050.json,partial,83.14,0.004,478
br14_051.json,partial,82.29,0.004,477
br14_052.json,partial,82.57,0.003,430
br14_053.json,partial,84.05,0.003,454
br14_054.json,partial,82.24,0.004,491
br14_055.json,partial,81.74,0.003,438
br14_056.json,partial,82.02,0.003,433
br14_057.json,partial,83.42,0.003,423
br14_058.json,partial,84.69,0.003,436
br14_059.json,partial,83.28,0.003,448
br14_060.json,partial,80.70,0.004,462
br14_061.json,partial,82.78,0.002,415
br14_062.json,partial,79.83,0.005,447
br14_063.json,partial,82.23,0.003,437
br14_064.json,partial,81.63,0.003,443
br14_065.json,partial,80.24,0.003,435
br14_066.json,partial,82.33,0.003,438
br14_067.json,partial,81.80,0.003,423
br14_068.json,partial,84.33,0.003,428
br14_069.json,partial,82.30,0.003,470
br14_070.json,partial,82.25,0.003,452
br14_071.json,partial,82.94,0.003,446
br14_072.json,partial,82.14,0.004,422
br14_073.json,partial,83.69,0.003,434
br14_074.json,partial,82.59,0.003,428
br14_075.json,partial,82.41,0.003,453
br14_076.json,partial,82.85,0.004,429
br14_077.json,partial,81.38,0.004,476
br14_078.json,partial,80.63,0.004,475
br14_079.json,partial,81.17,0.005,467
br14_080.json,partial,78.34,0.004,447
br14_081.json,partial,81.03,0.002,421
br14_082.json,partial,81.96,0.003,415
br14_083.json,partial,81.63,0.004,430
br14_084.json,partial,80.91,0.003,448
br14_085.json,partial,83.06,0.003,470
br14_086.json,partial,82.20,0.003,444
br14_087.json,partial,81.68,0.004,462
br14_088.json,partial,80.81,0.003,430
br14_089.json,partial,80.90,0.004,428
br14_090.json,partial,82.01,0.003,418
br14_091.json,partial,83.10,0.002,417
br14_092.json,partial,82.26,0.003,447
br14_093.json,partial,80.40,0.003,406
br14_094.json,partial,81.45,0.003,442
br14_095.json,partial,80.84,0.003,433
br14_096.json,partial,84.15,0.003,463
br14_097.json,partial,81.31,0.003,431
br14_098.json,partial,82.28,0.003,454
br14_099.json,partial,82.27,0.003,452
br14_100.json,partial,81.75,0.003,432
br15_001.json,partial,84.23,0.003,450
br15_002.json,partial,80.40,0.003,473
br15_003.json,partial,80.31,0.003,461
br15_004.json,partial,84.99,0.003,460
br15_005.json,partial,80.71,0.003,466
br15_006.json,partial,82.27,0.004,514
br15_007.json,partial,83.59,0.003,457
br15_008.json,partial,79.83,0.003,450
br15_009.json,partial,84.04,0.003,439
br15_010.json,partial,83.03,0.003,474
br15_011.json,partial,82.83,0.003,468
br15_012.json,partial,83.21,0.003,445
br15_013.json,partial,83.33,0.004,477
br15_014.json,partial,83.99,0.003,451
br15_015.json,partial,81.39,0.003,455
br15_016.json,partial,81.24,0.003,449
br15_017.json,partial,84.45,0.003,472
br15_018.json,partial,83.22,0.003,445
br15_019.json,partial,81.89,0.003,449
br15_020.json,partial,81.92,0.003,472
br15_021.json,partial,84.35,0.003,457
br15_022.json,partial,82.98,0.003,459
br15_023.json,partial,82.87,0.002,457
br15_024.json,partial,82.49,0.003,448
br15_025.json,partial,82.43,0.003,482
br15_026.json,partial,82.33,0.004,505
br15_027.json,partial,79.30,0.003,445
br15_028.json,partial,82.10,0.003,466
br15_029.json,partial,81.46,0.003,464
br15_030.json,partial,83.30,0.004,473
br15_031.json,partial,80.56,0.003,458
br15_032.json,partial,80.82,0.003,496
br15_033.json,partial,82.53,0.003,469
br15_034.json,partial,82.41,0.003,461
br15_035.json,partial,82.67,0.003,473
br15_036.json,partial,82.80,0.003,471
br15_037.json,partial,82.43,0.003,458
br15_038.json,partial,82.93,0.003,462
br15_039.json,partial,84.03,0.004,496
br15_040.json,partial,81.07,0.003,453
br15_041.json,partial,81.19,0.003,464
br15_042.json,partial,83.38,0.003,450
br15_043.json,partial,80.27,0.003,449
br15_044.json,partial,81.76,0.003,491
br15_045.json,partial,82.94,0.003,467
br15_046.json,partial,84.75,0.003,446
br15_047.json,partial,80.98,0.003,460
br15_048.json,partial,80.30,0.004,460
br15_049.json,partial,82.99,0.004,454
br15_050.json,partial,81.43,0.004,482
br15_051.json,partial,81.84,0.004,512
br15_052.json,partial,81.23,0.003,467
br15_053.json,partial,82.43,0.003,485
br15_054.json,partial,81.84,0.004,499
br15_055.json,partial,81.11,0.004,479
br15_056.json,partial,83.99,0.004,471
br15_057.json,partial,82.88,0.003,451
br15_058.json,partial,83.59,0.003,460
br15_059.json,partial,83.50,0.003,472
br15_060.json,partial,81.14,0.004,510
br15_061.json,partial,83.20,0.003,455
br15_062.json,partial,81.46,0.003,460
br15_063.json,partial,82.67,0.003,457
br15_064.json,partial,81.92,0.003,474
br15_065.json,partial,82.70,0.003,468
br15_066.json,partial,84.19,0.003,481
br15_067.json,partial,80.60,0.003,441
br15_068.json,partial,81.76,0.003,460
br15_069.json,partial,82.60,0.003,477
br15_070.json,partial,81.52,0.003,476
br15_071.json,partial,80.87,0.003,476
br15_072.json,partial,83.84,0.003,458
br15_073.json,partial,82.91,0.003,474
br15_074.json,partial,80.55,0.003,456
br15_075.json,partial,81.12,0.003,463
br15_076.json,partial,81.84,0.003,457
br15_077.json,partial,80.14,0.003,500
br15_078.json,partial,80.60,0.003,472
br15_079.json,partial,82.47,0.004,505
br15_080.json,partial,80.34,0.004,478
br15_081.json,partial,81.34,0.003,444
br15_082.json,partial,83.43,0.004,448
br15_083.json,partial,81.38,0.003,464
br15_084.json,partial,81.69,0.003,477
br15_085.json,partial,81.74,0.004,510
br15_086.json,partial,82.22,0.003,460
br15_087.json,partial,81.97,0.004,484
br15_088.json,partial,81.55,0.003,471
br15_089.json,partial,81.31,0.003,467
br15_090.json,partial,82.16,0.005,448
br15_091.json,partial,83.65,0.003,447
br15_092.json,partial,82.02,0.003,452
br15_093.json,partial,82.19,0.003,441
br15_094.json,partial,81.92,0.004,482
br15_095.json,partial,80.36,0.003,460
br15_096.json,partial,83.18,0.003,467
br15_097.json,partial,80.92,0.004,458
br15_098.json,partial,81.14,0.003,472
br15_099.json,partial,82.97,0.004,495
br15_100.json,partial,78.79,0.003,460
